country,friendship,power,usthem,session_number,model_number
honduras,-2.5557455369245594,-4.1133731031880165,0.06481697728180341,100,1
taiwan,2.441682500636259,1.5762967082378938,1.1381353280436428,100,1
germany,-1.2772202485520927,-1.4736332739059554,0.019780691567817796,100,1
pakistan,-1.962726291162731,-2.466471713602533,0.7017896864313103,100,1
turkey,-2.439925380512279,-1.3654338595605653,1.1114988656275446,100,1
haiti,-1.954785933402285,-0.39169325710568526,1.0994274368639403,100,1
france,0.9924688679721964,-0.3333632013585357,-1.013135093021071,100,1
guatemala,-0.2101264685633861,-3.2425604933518493,-0.6966080627873193,100,1
philippines,-0.21211234603948115,-0.18254383281226164,-1.102510503449133,100,1
costa_rica,-0.13243918867340718,-2.1478319935863515,-1.8318431363005274,100,1
romania,-3.6737374650972785,-1.9800715977004038,0.1142992464238919,100,1
angola,-3.443196503483772,0.4173079896366039,0.4740089981881008,100,1
poland,-1.428187481129537,-0.8941985876026479,-0.6345993257488575,100,1
south_korea,-1.2886582694969912,0.969540621196573,0.7782888055946643,100,1
india,-0.8271621893589075,-2.2692467813540667,2.1367002503758274,100,1
iraq,-2.7731846204579083,-3.610882262113568,1.9164463459005645,100,1
cyprus,-1.9099133319728099,-0.4986407524629094,2.4432241322406214,100,1
lebanon,-0.8641953526857383,-0.6869457581723147,0.9245852068023965,100,1
ireland,2.1472355079282317,0.5581072794942625,-0.23671353448335106,100,1
chile,-0.9292246909464925,1.1415780145526349,-0.6351984087763181,100,1
mozambique,-2.74709511861016,-0.6938623113306622,1.3801182504485876,100,1
greece,-0.5690061692323415,0.6220848766699965,-0.7841072310537764,100,1
italy,0.6863765214252586,-0.518806830638888,-2.0726201453738042,100,1
west_germany,-0.6908461667613308,-1.352631127927406,1.6642746931579053,100,1
kuwait,-0.8563826959094217,-2.3198301394380607,1.2617299585988688,100,1
ethiopia,-3.009289821902898,-4.398597218847526,1.2954012089882116,100,1
brazil,-1.2128209997210402,0.4331615193269749,0.3740987940238479,100,1
saudi_arabia,-0.001599606597113494,-1.5384081585640221,2.5630540915474245,100,1
new_zealand,-2.1413127068548032,-2.372569120281404,0.8865727917515727,100,1
hungary,-1.91705938641525,-0.11600739741195626,-1.0896381478593036,100,1
colombia,-1.2718455601077492,-0.43428250703735194,0.8712642589899434,100,1
yugoslavia,-3.1624741827717764,-1.495106694533358,0.751799355448641,100,1
australia,-0.93363119283916,1.3048411673576241,0.3386980357477154,100,1
cambodia,-1.9443392591974418,-3.9402267587357116,-0.1178366445189373,100,1
spain,0.20846382194520577,-1.0750591150420725,-0.31969559738846265,100,1
egypt,0.7409599547287055,-2.4637373472230113,1.4346944845366036,100,1
bahamas,1.1449604391942703,-0.9801630580761603,-0.11656140461418873,100,1
czechoslovakia,-1.5327962868608749,0.20274266403377197,0.08935957646570233,100,1
libya,-2.904916877280417,-2.374706983472025,1.2025075807636092,100,1
thailand,1.002989860992041,-1.499803376984157,-0.4288151244301844,100,1
palau,-0.027200110137256477,-1.339470090839295,-0.3863469846036743,100,1
netherlands,1.961942564391096,2.762291210734286,-0.4778564880531328,100,1
argentina,-1.3521996393906381,-0.05369845777884343,-0.3809982768367822,100,1
syria,-1.512280875894223,-2.9196560297248295,0.44680942191967993,100,1
grenada,-1.1858374311287554,-0.8715934125352733,-1.7873555434797923,100,1
jordan,4.363962835279182,0.471739947097386,-1.2574173129210695,100,1
jamaica,0.32559135017017926,0.005144735919360907,-0.9013154368884395,100,1
singapore,-1.001980260299094,0.05376228755591736,-0.2807075535268074,100,1
norway,0.25729641036666034,-0.19287310765031385,1.5427853889526124,100,1
uruguay,-1.817620301672315,0.7690636518163122,-0.15631681187117893,100,1
myanmar,-2.8980307975606845,0.63806942541801,2.2458502403509235,100,1
samoa,2.8467131120220754,2.329554035249039,1.1847604413113624,100,1
sweden,0.9596787920880793,0.3439344744848402,0.6126940678119723,100,1
north_korea,-3.454060026228157,-1.5428779638498908,-0.10021492684589965,100,1
bangladesh,-0.40957356638336934,-2.377459961371131,0.6949710605796069,100,1
portugal,1.3427898203864779,1.8772798962917734,-0.4013977360404407,100,1
bolivia,0.4327794992835707,-0.10030219594727592,0.97989500797195,100,1
paraguay,-1.3763288676750398,-0.4820297338922534,-0.5394733272730153,100,1
switzerland,-0.901018733618255,-0.5272580002046102,-0.6340000498476482,100,1
austria,-0.8155236441388976,-1.4399656396384208,-1.13350377853841,100,1
laos,-0.7654398816970698,-2.629687159589832,-1.3213896988567029,100,1
sri_lanka,0.5529881298597523,0.945909872636258,-0.38853172332554325,100,1
east_germany,-1.428248196922168,-2.263755283433331,0.32340812387457557,100,1
peru,-0.8324653553568702,-2.2210360679008345,-0.021601600747004207,100,1
bulgaria,-2.2331581850819715,-2.5568039378270115,-0.7821798180822428,100,1
venezuela,0.6130489652833876,-0.14549627741318172,-0.6852738235575423,100,1
indonesia,0.1875307197560627,-1.7183075807264079,0.6925626449936113,100,1
fiji,-1.4384693461209541,-0.5451721715757253,-0.5492967993988024,100,1
denmark,-0.8954620228158972,-1.5295680783809484,0.1365088938703489,100,1
belgium,-0.46069402848794505,-1.5236837446066012,-0.6596426408128945,100,1
zimbabwe,-2.0497370740990144,-1.4225768421065161,0.1032094998729545,100,1
morocco,1.5132445208830607,0.9410400559742446,0.37982024586567475,100,1
bahrain,-0.507383697340856,-2.3465728917299264,0.11646514477167928,100,1
oman,-1.0490067817250923,0.7062116349435775,0.03080488500666809,100,1
micronesia,1.9503492050680522,-0.18444702003372992,0.8034982134798073,100,1
iceland,-0.22497700834615467,-1.1669038376467142,0.3824156758226872,100,1
kenya,1.320038244075881,1.6953466608961447,-2.57821804327696,100,1
brunei,-0.479722378812704,-1.9396166078637183,-0.0399429453668086,100,1
malta,1.5127522077226132,3.0627756764616882,-0.8376108212497032,100,1
finland,0.6730178558622754,0.060916978536811696,0.4621183475568742,100,1
burundi,-1.4476884990936658,-2.5652516593836645,0.6957816173188387,100,1
marshall_islands,1.606676842751084,1.6314021581452904,-0.6709936962086279,100,1
democratic_republic_of_the_congo,-0.15999579365538447,0.2502213087906835,-0.6803194684982212,100,1
dominican_republic,0.9430781502949257,1.4059827221026713,-0.6585602382128007,100,1
ecuador,0.8248335676721582,0.48751482189269213,-1.355253950654035,100,1
sudan,-0.028831715582179115,-0.4292327105979811,0.10657304854789067,100,1
malaysia,0.07416257168523076,-1.32642314767555,-0.35057438027087884,100,1
liberia,-1.3821633557353599,-0.3508031663193719,-2.5118746264942864,100,1
zambia,-1.421225050196878,-0.7424613215096146,1.8440136063457306,100,1
tonga,1.3024627149254946,0.6334816524837261,4.314112254374684,100,1
belize,-0.3421402161509941,-0.9864931867277461,1.2503962494823202,100,1
tanzania,-1.2764478822282523,-0.9953103375447638,0.9531905203734006,100,1
algeria,-0.026147201006031753,-1.621839739909353,-1.0369018402979415,100,1
somalia,-1.0945734754235275,-1.9324671446932369,0.9214159097217732,100,1
albania,-2.3170275325890874,-1.2907142375404261,0.2587023712922587,100,1
barbados,-0.13423172193491878,-1.8894964430954098,-0.6502482932754664,100,1
tunisia,0.4668520342245935,0.16792625139797396,-0.36198112379050923,100,1
uganda,-1.6196150721440556,-1.3689733317572905,-0.5514989201209335,100,1
nigeria,-0.573099249574093,-2.321981867919611,0.01747618509160726,100,1
rwanda,-0.700234543832935,-1.9619844019639026,-0.7323480389770944,100,1
guinea,0.8049934639330242,-0.4002269503040583,-0.05082508612864078,100,1
mongolia,-0.923155158621749,0.1798113258645174,-0.29500652251126913,100,1
vanuatu,-0.7782140457590561,-0.8011218474187132,-0.2704815844313283,100,1
luxembourg,-0.1840129732324225,1.0926833957169868,-0.5571993570610569,100,1
chad,1.7205835630053514,0.739138050964404,-0.7698448962659722,100,1
guyana,0.6506624119691427,0.796435558204738,-0.30193189253049485,100,1
botswana,-0.8064313653865336,-0.8819882100340035,-0.14475783388456312,100,1
malawi,-0.8197116842142471,-2.024010251687494,-0.7427689477218564,100,1
nepal,-1.9177684358392821,-1.1198012634999917,1.2543024192236008,100,1
benin,0.7671595200787916,0.1676491055465087,-0.34289213158090404,100,1
senegal,-1.0703518085111523,-0.257220796639505,0.5685083086013678,100,1
liechtenstein,1.6656480158881246,-0.32198081449301896,-0.722016973292349,100,1
trinidad_and_tobago,0.9055500211397437,1.498432671051378,0.531837707797662,100,1
nauru,0.3420454112733368,0.3423816166519992,-0.8072157898720174,100,1
dominica,2.0815746360717995,4.810723267693893,-0.5026225873776463,100,1
united_arab_emirates,-0.11385493696293733,0.8171643747957764,0.3619158786339711,100,1
solomon_islands,1.7352977692871494,2.177406013668362,-0.49514595078103346,100,1
congo,1.8877255305784193,0.862489787976936,0.43977038883202185,100,1
papua_new_guinea,0.4857156694878346,0.010735479122852732,0.11148180555225425,100,1
ivory_coast,-0.3576549927904656,0.11583858327838989,1.5879551283986684,100,1
lesotho,0.22426182472585443,0.48906411497385466,0.13007324319590255,100,1
qatar,-1.0621583320240653,-1.4562718713316904,-0.6843019940392585,100,1
ghana,1.7475029344866553,1.1508929229824323,-0.2859947398639592,100,1
north_yemen,-0.7110889002793102,-0.28101018859831933,-0.8065420138792017,100,1
togo,1.2601450803583583,1.254340454881681,-0.2126626149360587,100,1
mauritania,-0.14692643663253857,0.19299707167126573,-0.40739882192835086,100,1
gabon,2.092276443557934,1.0535555805621737,-1.0593683217459557,100,1
swaziland,0.47696620053012484,-0.45470063812004075,0.35455606694843284,100,1
kiribati,1.3600980023300449,0.478168262740586,-0.017606504181741887,100,1
russia,-3.603083104413509,-0.6509047309447359,-0.1673130586806695,100,10
nicaragua,-4.108258585933219,-1.6161511017703774,0.07784072011076919,100,10
japan,-2.939919430432102,0.47921152679336765,2.243696485623928,100,10
mexico,2.044713306044124,1.1781768032967452,1.5128242856418403,100,10
vietnam,-0.7488900133752496,-0.9693631865102843,0.22454212552706715,100,10
panama,-0.983200799780676,-1.4094139227789877,0.19600974287000786,100,10
israel,0.9085368707467122,0.7176176637916984,0.17586513340316876,100,10
south_africa,-2.5113846683618957,-0.1771536858725383,1.1575984475931744,100,10
canada,-1.497731106116368,0.5219443255548829,1.4454979762466151,100,10
afghanistan,-3.699881467589731,-0.6463770778463486,1.0678917070848921,100,10
iran,-4.258375551848202,-3.4183719011457554,1.0719853646731448,100,10
el_salvador,-3.4915160310333913,-2.944467151000225,-0.898066701067026,100,10
cuba,-2.2915997984081242,-2.35592831372601,0.21913914625357697,100,10
china,-0.39862762709229277,0.11067319677658918,0.20032684980426985,100,10
united_kingdom,-1.1873359493736872,2.4916996839467553,0.09790228893900808,100,10
honduras,-2.540537787894421,-3.2350685740633853,0.15982508520562008,100,10
taiwan,0.5354115380340182,0.7497469157386277,0.018819737454279364,100,10
germany,-2.650002167277516,-1.3753325908079588,1.3020749295368086,100,10
pakistan,-2.181797505090364,-1.6463898170941036,0.5453055988401296,100,10
turkey,-3.0108179967808453,-1.6645735860487842,1.2402317580897178,100,10
angola,-3.628415356442656,-0.38650956678339426,1.3702699552104785,100,10
france,-0.8739581611636157,-0.9007242115281758,-0.9515329532418725,100,10
philippines,-0.636471910510836,-0.3971686844312231,-0.5789551852188028,100,10
haiti,-1.3837594325634457,0.6969230980044421,1.160000901142368,100,10
south_korea,-1.9964927674024076,1.082293028521453,0.7898959679220284,100,10
guatemala,-1.6492130478975346,-2.5532413050530196,-0.9707426410005404,100,10
poland,-0.5834929691616864,0.4382010530861187,0.09632570020033149,100,10
romania,-3.074460295507858,-2.314948234520895,1.0182789623430537,100,10
costa_rica,-0.3123783144284879,-2.732520767432877,-1.1772459654344634,100,10
iraq,-5.011275467772521,-3.552654385369624,2.7227745907532337,100,10
india,-1.5916944566531332,-0.045434540738926374,0.7482396740401069,100,10
cyprus,-2.148012125459073,0.2573458689060354,2.693596925317303,100,10
chile,-0.8436302341230906,1.213926314960193,-0.4812959598167533,100,10
lebanon,-0.4051635032811372,-1.031763515856938,1.5974383934592964,100,10
ireland,-0.16641516231398912,0.6460716524273467,1.5683431591238048,100,10
mozambique,-2.961940950545823,-2.328534556141997,0.5270620964886712,100,10
italy,0.4890014130390079,0.6305009600506287,-2.345368892864339,100,10
greece,0.2454090087564485,0.9820592105065196,-0.19710201420301465,100,10
west_germany,-2.1343999364111625,-0.5388012827250626,1.9000161502575947,100,10
kuwait,-2.5507545866752155,-2.78550034669507,1.2137826543543928,100,10
ethiopia,-3.1388914140002915,-3.5420048846819676,0.8253492775929118,100,10
hungary,-1.672301431301971,0.4285203751012843,-0.47231429737284186,100,10
new_zealand,-2.803334729140592,-3.5079856541292616,2.4068530280276317,100,10
saudi_arabia,-0.8493840129211871,0.20159946063657794,1.6325888954631067,100,10
yugoslavia,-3.3810287718306586,0.01011356401440188,-0.8042597762379057,100,10
colombia,-0.31017500689325617,-1.52541206498833,1.0828593388212429,100,10
brazil,-2.770579739430027,-1.5870648161320866,1.2219736545559743,100,10
cambodia,-2.261164901446697,-3.4039807117791763,0.7590793455492567,100,10
australia,-0.9596694768946705,1.7736828025382734,1.0897983263918765,100,10
bahamas,0.18763544088487566,-0.6667673808467568,0.5512449852567314,100,10
spain,-0.8838799956576983,0.4051714699812846,-1.0122829732383432,100,10
egypt,0.7556253945720777,-1.6094843724370207,0.8786884681803012,100,10
czechoslovakia,-1.7811566639787337,-0.7014298555792972,0.5028773827854172,100,10
libya,-3.505845428495489,-0.5138385705401262,1.5757032761843772,100,10
palau,-1.1654278363751382,-2.4114334798942614,0.4097264382830469,100,10
argentina,-1.5771900577194697,-0.43212055238126285,0.27947413087820666,100,10
thailand,1.0071385230156364,-0.32941065984639784,-0.7155455835357222,100,10
netherlands,1.508512799578169,1.1728016291323666,-0.299852992923874,100,10
syria,-3.4531336050421,-2.895320470284338,0.7630975055344881,100,10
uruguay,-4.107268255838273,0.6408440253404439,0.8839077201005788,100,10
norway,0.6247968955931907,-0.08418341264818474,-0.1990682335174891,100,10
sweden,0.23275523863153316,0.6675405021634742,-1.5704740802430537,100,10
jamaica,0.9679166799705078,0.907636058431213,-1.945413319401573,100,10
bangladesh,-1.1141390852235284,-2.883923259821864,0.6464118201100413,100,10
north_korea,-4.723377862149387,-1.1966642544187045,-0.38417108422940655,100,10
jordan,4.0188260632072845,1.6897169140630512,-2.7183616481862183,100,10
samoa,1.659623919357866,1.7852214885708113,1.2185207639038869,100,10
portugal,1.6165417835250449,2.5586747877687266,-0.24222398378032092,100,10
grenada,-0.692389080000947,-2.5735193963765823,-1.4182123694390127,100,10
paraguay,-2.5412955585445647,-0.2684725664787971,-0.7424662085977882,100,10
bolivia,0.13477121042603907,-0.4564882401243684,0.4250823268838091,100,10
myanmar,-3.2531698026243396,-0.30475085416119935,1.9302608449981664,100,10
singapore,-0.7665814800902702,0.49461741894788497,-1.7206383318385279,100,10
indonesia,-1.3694513429879847,-2.197024780844884,0.2290918817851801,100,10
laos,-0.8980292470926042,-2.9053588432653106,-2.3117920406045545,100,10
austria,-2.6362150947823775,-1.5136432340102126,-0.9698515753105053,100,10
sri_lanka,0.4524294379629232,1.317915150498265,0.6774832288736975,100,10
east_germany,-2.480476783553943,-1.0583379357554403,1.959218128856488,100,10
switzerland,-1.0635586850084509,0.9282160600745051,-0.555508357990146,100,10
venezuela,0.6626964135476292,0.755285299164674,-0.46807553010724345,100,10
bulgaria,-2.9011266832862552,-1.6563081956917722,-0.9500191183558986,100,10
belgium,0.13956535028647143,-0.1568414180557359,0.015331917233181237,100,10
fiji,-1.4969633173832158,-0.7530910580592053,1.211939434994331,100,10
peru,-0.35551577137322804,-1.0592008418977663,0.4145145762837541,100,10
bahrain,-1.9131425763491963,-2.289299854126221,1.1606884792052314,100,10
zimbabwe,-2.1788125597520254,-2.030828006369184,0.09711640524253383,100,10
morocco,2.302160145718803,1.2672323029693957,0.9384233596446508,100,10
denmark,-0.8700542339051858,-1.4919587274329982,0.0461572989565065,100,10
oman,1.2617011318162064,-0.7150430893719577,-1.6542934707855128,100,10
zambia,-1.4071283159739874,-2.392150797182445,1.3552447536446857,100,10
micronesia,1.3772838576111979,0.14868505828792888,0.031978410317228666,100,10
kenya,1.0767747056244905,0.9334763405086663,0.1901934012929457,100,10
